1	135246351462513624246351462513624135
2	135246351462513624246351624135462513
3	135246351462624135462513246351513624
4	135246352461524613246135461352613524
5	135246462513246351513624351462624135
6	135246462513246351624135351462513624
7	135246462513624135246351513624351462
8	135246462513624135351462513624246351
9	135246513624246351462513624135351462
10	135246513624351462624135246351462513
11	135246513624351462624135462513246351
12	135246613524461352246135524613352461
13	135264351426513642246315462531624153
14	135264351426513642246315624153462531
15	135264351426624153462531246315513642
16	135264352641526413264135641352413526
17	135264413526641352264135526413352641
18	135264462531246315513642351426624153
19	135264462531246315624153351426513642
20	135264462531624153246315513642351426
21	135264462531624153351426513642246315
22	135264513642246315462531624153351426
23	135264513642351426624153246315462531
24	135264513642351426624153462531246315
25	136425352641514263241536463152625314
26	136425352641514263241536625314463152
27	136425352641625314463152241536514263
28	136425364251642513425136251364513642
29	136425463152241536514263352641625314
30	136425463152241536625314352641514263
31	136425463152625314241536514263352641
32	136425463152625314352641514263241536
33	136425513642251364425136642513364251
34	136425514263241536463152625314352641
35	136425514263352641625314241536463152
36	136425514263352641625314463152241536
37	142536364152526314253641415263631425
38	142536364152526314253641631425415263
39	142536364152631425415263253641526314
40	142536415263253641526314364152631425
41	142536415263253641631425364152526314
42	142536415263631425253641526314364152
43	142536415263631425364152526314253641
44	142536415362253614536241361425624153
45	142536416352253614635241361425524163
46	142536425361253614536142361425614253
47	142536426351253614635142361425514263
48	142536514263361425635142253614426351
49	142536524163361425635241253614416352
50	142536526314253641415263631425364152
51	142536526314364152631425253641415263
52	142536526314364152631425415263253641
53	142536614253361425536142253614425361
54	142536624153361425536241253614415362
55	142635364251526413253146415362631524
56	142635364251526413253146631524415362
57	142635364251631524415362253146526413
58	142635415362253146526413364251631524
59	142635415362253146631524364251526413
60	142635415362263514536241351426624153
61	142635415362631524253146526413364251
62	142635415362631524364251526413253146
63	142635416352263514635241351426524163
64	142635425361263514536142351426614253
65	142635426351263514635142351426514263
66	142635514263351426635142263514426351
67	142635524163351426635241263514416352
68	142635526413253146415362631524364251
69	142635526413364251631524253146415362
70	142635526413364251631524415362253146
71	142635614253351426536142263514425361
72	142635624153351426536241263514415362
73	146253314625531462253146625314462531
74	146253362415524631251364413526635142
75	146253362415524631251364635142413526
76	146253362415635142413526251364524631
77	146253413526251364524631362415635142
78	146253413526251364635142362415524631
79	146253413526635142251364524631362415
80	146253413526635142362415524631251364
81	146253462531625314253146531462314625
82	146253524631251364413526635142362415
83	146253524631362415635142251364413526
84	146253524631362415635142413526251364
85	146352362514524136251463413625635241
86	146352362514524136251463635241413625
87	146352362514635241413625251463524136
88	146352413625251463524136362514635241
89	146352413625251463635241362514524136
90	146352413625635241251463524136362514
91	146352413625635241362514524136251463
92	146352524136251463413625635241362514
93	146352524136362514635241251463413625
94	146352524136362514635241413625251463
95	152463314625536241263514425136641352
96	152463314625536241263514641352425136
97	152463314625641352425136263514536241
98	152463315246631524463152246315524631
99	152463425136263514536241314625641352
100	152463425136263514641352314625536241
101	152463425136641352263514536241314625
102	152463425136641352314625536241263514
103	152463524631246315463152631524315246
104	152463536241263514425136641352314625
105	152463536241314625641352263514425136
106	152463536241314625641352425136263514
107	153624315246531462264135426351642513
108	153624315246531462264135642513426351
109	153624315246642513426351264135531462
110	153624415362241536624153362415536241
111	153624416352241536524163362415635241
112	153624425361241536614253362415536142
113	153624426351241536514263362415635142
114	153624426351264135531462315246642513
115	153624426351264135642513315246531462
116	153624426351642513264135531462315246
117	153624426351642513315246531462264135
118	153624531462264135426351642513315246
119	153624531462315246642513264135426351
120	153624531462315246642513426351264135
121	153624536142362415614253241536425361
122	153624536241362415624153241536415362
123	153624635142362415514263241536426351
124	153624635241362415524163241536416352
125	153642315264531426264153426315642531
126	153642315264531426264153642531426315
127	153642315264642531426315264153531426
128	153642426315264153531426315264642531
129	153642426315264153642531315264531426
130	153642426315642531264153531426315264
131	153642426315642531315264531426264153
132	153642531426264153426315642531315264
133	153642531426315264642531264153426315
134	153642531426315264642531426315264153
135	163524415362241635624153352416536241
136	163524416352241635524163352416635241
137	163524425361241635614253352416536142
138	163524426351241635514263352416635142
139	163524536142352416614253241635425361
140	163524536241352416624153241635415362
141	163524635142352416514263241635426351
